id,attrition,gender,age,maritalstatus,academic_degree,years_experience,years_experience_lastorganization,sector,department,jobtitle,monthlysalary,allowances,medicalinsurance,bonus,overtime,payment_overtime,rewards_wages_satisfaction,get_deserved_promotion,training_programs_during_last_three_years,useful_training_programs,business_travel,job_support,recognition,emotional_commitment,job_engagement,distance_to_work,work_live_balance,physical_stress,psychological_exhaustion,job_stability,health_issues,environment_satisfaction,job_satisfaction,job_opportunities,age_group,salary_band,attrition_label
955,1,Male,31 to 40,Married,Bachelor's,From 11 to 15 years,From 5 to 10 years,Financial sector,Administration,Financial Manager,From 16000 to 20000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,Yes,High,Easy,Far,Difficult,Yes,Yes,Yes,Yes,High,Very satisfied,Yes,31 to 40,From 16000 to 20000 S.R,Left
956,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Economic sector,HR,Hiring specialist,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,No,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Far,Difficult,Yes,Yes,Yes,No,Medium,Satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Left
957,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Communications and IT sector,Processes,Operations Supervisor,From 5000 to 10000 S.R,0,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
958,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Administration,Administrative manager,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,No,From 4 to 6 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
959,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Energy sector,Accounting,Accountant,From 5000 to 10000 S.R,0,Yes,Yes,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Difficult,No,No,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
960,1,Male,41 to 50,Married,Bachelor's,From 11 to 15 years,From 11 to 15 years,Economic sector,Administration,Administrative manager,From 11000 to 15000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel frequently,Medium,Yes,Medium,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,Yes,41 to 50,From 11000 to 15000 S.R,Left
961,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Communications and IT sector,Sales,Sales executive,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Low,Difficult,Medium,Medium,No,Sometimes,Yes,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
962,1,Male,31 to 40,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Financial sector,Administration,Financial Manager,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Difficult,Yes,Sometimes,Yes,Yes,Medium,Very satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
963,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,No,Medium,Difficult,Far,Difficult,Yes,Yes,No,Yes,Low,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
964,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Food production sector,Accounting,Accountant,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,High,No,Medium,Medium,Far,Medium,Yes,Yes,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
965,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Economic sector,Administration,Marketing Specialist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
966,1,Male,31 to 40,Single,Master's,From 5 to 10 years,From 5 to 10 years,Financial sector,Accounting,Admin accountant,From 11000 to 15000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,Medium,Yes,High,Medium,Far,Medium,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
967,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Food production sector,HR,Hiring specialist,From 11000 to 15000 S.R,0,Yes,No,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
968,1,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Technical support,IT specialist,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
969,1,Male,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Lecturer,From 11000 to 15000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Medium,Far,Medium,No,Sometimes,Yes,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
970,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Sales,Sales executive,From 5000 to 10000 S.R,0,Yes,Yes,Yes,No,No,No,From 1 to 3 training programs,No,Travel rarely,Medium,Yes,Low,Medium,Close,Medium,No,Sometimes,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Left
971,1,Female,21 to 30,Single,Master's,From 5 to 10 years,From 5 to 10 years,Communications and IT sector,Relations,Relationships Specialist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,Medium,Medium,Medium,Difficult,No,Yes,Yes,Yes,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
972,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Media sector,Administration,Administrative manager,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,Yes,Medium,Easy,Far,Difficult,No,Sometimes,Yes,Yes,High,Very satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
973,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Energy sector,HR,Hiring specialist,From 11000 to 15000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,Medium,Medium,Close,Medium,No,Sometimes,Yes,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
974,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Financial sector,Administration,Financial Manager,From 16000 to 20000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,Medium,Medium,Close,Difficult,No,Yes,Yes,Yes,Medium,Satisfied,Yes,31 to 40,From 16000 to 20000 S.R,Left
975,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Food production sector,HR,Hiring specialist,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,Medium,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,High,Very satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Left
976,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Transport sector,Processes,Purchase specialist,From 11000 to 15000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,Medium,Medium,Medium,Medium,No,Sometimes,Yes,Yes,High,Satisfied,Yes,21 to 30,From 11000 to 15000 S.R,Left
977,0,Male,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Energy sector,Processes,Operations Supervisor,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Easy,Sometimes,No,Yes,No,High,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
978,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
979,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,No,Yes,Yes,I don't have overtime,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
980,0,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Administration,Supervisor,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,High,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
981,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,Yes,High,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
982,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,Yes,Yes,No,No,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,Medium,No,Medium,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Not satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
983,1,Female,31 to 40,Married,Master's,From 5 to 10 years,Less than 5 years,Financial sector,Technical support,Data entry operator,From 5000 to 10000 S.R,2,Yes,No,No,No,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Medium,Medium,No,No,No,Yes,Medium,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Left
984,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,From 5000 to 10000 S.R,2,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,Medium,Satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
985,0,Female,21 to 30,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Manger assistant,From 5000 to 10000 S.R,0,Yes,No,No,No,Yes,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Close,Difficult,No,Sometimes,Yes,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
986,0,Female,31 to 40,Married,Master's,From 5 to 10 years,From 5 to 10 years,Education sector,Administration,Administrative manager,From 5000 to 10000 S.R,0,Yes,Yes,No,No,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,Yes,High,Very satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
987,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Far,Difficult,Yes,Yes,No,No,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
988,1,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Pharmacist,From 5000 to 10000 S.R,2,Yes,Yes,Yes,No,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,Yes,Medium,Medium,Medium,Medium,No,No,No,Yes,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Left
989,0,Male,31 to 40,Divorced,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,Medium,Satisfied,No,31 to 40,Less than 5000 SAR,Stayed
990,0,Female,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Education sector,Relations,Coordinator,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,High,Yes,High,Medium,Medium,Difficult,No,No,Yes,Yes,High,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
991,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,No,Yes,No,Yes,Yes,From 7 training programs to more,Yes,Travel rarely,Medium,Yes,Medium,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
992,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,3,Yes,Yes,Yes,No,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,Yes,High,Medium,Medium,Medium,No,No,Yes,No,High,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
993,0,Female,21 to 30,Married,Diploma or secondary,Less than 5 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,I do not travel for work,Medium,Yes,Medium,Easy,Close,Medium,Yes,No,Yes,No,Medium,Satisfied,No,21 to 30,Less than 5000 SAR,Stayed
994,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,From 5000 to 10000 S.R,3,Yes,Yes,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Medium,Medium,No,Yes,Yes,No,High,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
995,1,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,Less than 5 years,Education sector,Teaching,Teacher,From 5000 to 10000 S.R,0,No,No,No,I don't have overtime,No,No,I did not receive any training,No,I do not travel for work,Low,No,Low,Medium,Close,Medium,Sometimes,Yes,No,No,Low,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
996,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,No,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
997,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,2,Yes,Yes,Yes,No,Yes,Yes,From 4 to 6 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Medium,No,No,Yes,Yes,Medium,Satisfied,Yes,31 to 40,Less than 5000 SAR,Stayed
998,1,Female,21 to 30,Single,Bachelor's,From 5 to 10 years,Less than 5 years,Medical sector,Customers service,Receptionist,Less than 5000 SAR,0,No,No,No,I don't have overtime,No,No,From 4 to 6 training programs,Yes,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,No,Yes,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Left
999,0,Female,31 to 40,Married,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,Low,Difficult,Far,Difficult,No,No,No,Yes,Low,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
1000,0,Female,21 to 30,Married,Bachelor's,Less than 5 years,Less than 5 years,"Environment, Water, and Agriculture sector",Accounting,Accountant,From 5000 to 10000 S.R,0,No,No,Yes,Yes,Yes,Yes,From 7 training programs to more,Yes,I do not travel for work,Medium,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
1001,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,I do not travel for work,Medium,Yes,High,Medium,Close,Medium,No,No,Yes,No,Medium,Satisfied,Yes,31 to 40,From 5000 to 10000 S.R,Stayed
1002,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Medical sector,Patient Affairs,Nurse,Less than 5000 SAR,2,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel frequently,High,Yes,High,Difficult,Far,Difficult,No,No,No,No,Medium,Not satisfied,No,21 to 30,Less than 5000 SAR,Stayed
1003,0,Female,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Financial sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,Medium,Yes,High,Medium,Close,Medium,Sometimes,Sometimes,Yes,No,Medium,Very satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Stayed
1004,0,Female,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Energy sector,Customers service,Customer services representative,From 5000 to 10000 S.R,0,Yes,Yes,Yes,I don't have overtime,Yes,No,From 7 training programs to more,Yes,Travel rarely,Medium,Yes,High,Medium,Medium,Medium,No,No,No,Yes,Medium,Not satisfied,No,31 to 40,From 5000 to 10000 S.R,Stayed
1005,0,Female,21 to 30,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,Food production sector,Sales,Sales representative,From 5000 to 10000 S.R,0,No,No,Yes,Yes,Yes,Yes,From 4 to 6 training programs,Yes,Travel frequently,High,Yes,High,Medium,Medium,Medium,No,No,No,No,Medium,Satisfied,No,21 to 30,From 5000 to 10000 S.R,Stayed
1006,1,Female,21 to 30,Married,Diploma or secondary,From 5 to 10 years,From 5 to 10 years,Medical sector,Customers service,Receptionist,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,Yes,Yes,I did not receive any training,No,I do not travel for work,Medium,No,Medium,Medium,Medium,Medium,Sometimes,Sometimes,No,Yes,Medium,Not satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
1007,1,Male,21 to 30,Single,Bachelor's,Less than 5 years,Less than 5 years,Communications and IT sector,Sales,Sales executive,From 5000 to 10000 S.R,0,Yes,Yes,No,I don't have overtime,No,No,From 1 to 3 training programs,Yes,I do not travel for work,High,Yes,High,Medium,Medium,Medium,Sometimes,Sometimes,Yes,No,High,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
1008,1,Male,31 to 40,Married,Bachelor's,From 5 to 10 years,From 5 to 10 years,"Environment, Water, and Agriculture sector",Processes,Purchase specialist,From 11000 to 15000 S.R,1,Yes,Yes,No,I don't have overtime,Yes,No,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Medium,Difficult,Yes,Yes,Yes,No,High,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
1009,1,Female,31 to 40,Single,Bachelor's,From 5 to 10 years,From 5 to 10 years,Financial sector,Administration,Financial Manager,From 11000 to 15000 S.R,1,Yes,Yes,Yes,Yes,Yes,Yes,From 1 to 3 training programs,Yes,Travel rarely,High,Yes,High,Medium,Close,Medium,No,Sometimes,Yes,No,Medium,Satisfied,Yes,31 to 40,From 11000 to 15000 S.R,Left
1010,1,Male,21 to 30,Single,Diploma or secondary,Less than 5 years,Less than 5 years,Food production sector,Processes,Quality controller,From 5000 to 10000 S.R,0,Yes,No,No,I don't have overtime,No,No,From 1 to 3 training programs,No,I do not travel for work,Medium,No,Medium,Difficult,Medium,Medium,Sometimes,Sometimes,No,No,Medium,Satisfied,Yes,21 to 30,From 5000 to 10000 S.R,Left
